x,y,z,mass,face_id,layer_id,density_input,mu
0.0009031625000000002,0.0013925855000000002,0.04723058333333334,650275.7018281447,0,1,1.75,4.340005882788638e-14
0.0019353482142857145,0.002984111785714286,0.10120839285714286,4551929.912797013,0,2,1.75,3.038004117952046e-13
0.0030897664473684213,0.004764108289473684,0.16157831140350878,12355238.334734753,0,3,1.75,8.246011177298413e-13
-0.001364904166666667,0.002841854166666667,0.04752433333333334,647107.1106750588,1,1,1.75,4.3188583845722895e-14
-0.002924794642857143,0.0060896875000000005,0.10183785714285715,4529749.774725412,1,2,1.75,3.0232008692006033e-13
-0.00466940899122807,0.009722132675438597,0.1625832456140351,12295035.10282612,1,3,1.75,8.205830930687353e-13
-0.0036109908333333334,0.0014165928333333335,0.04816600000000001,654652.5021790859,2,1,1.75,4.3692170915382086e-14
-0.0077378375,0.0030355560714285714,0.10321285714285716,4582567.515253601,2,2,1.75,3.058451964076746e-13
-0.012353389692982455,0.004846238640350877,0.1647784210526316,12438397.541402634,2,3,1.75,8.301512473922599e-13
-0.0036355325000000005,-0.0015389738333333334,0.04887091666666667,682841.1366426011,3,1,1.75,4.557350892409899e-14
-0.007790426785714286,-0.0032978010714285718,0.10472339285714286,4779887.9564982075,3,2,1.75,3.1901456246869293e-13
-0.012437348026315789,-0.00526491048245614,0.1671899780701754,12973981.596209422,3,3,1.75,8.658966695578809e-13
-0.0013701575000000003,-0.003023804166666667,0.04883816666666667,692151.7898668991,4,1,1.75,4.6194911348523843e-14
-0.002936051785714286,-0.006479580357142857,0.10465321428571428,4845062.529068293,4,2,1.75,3.2336437943966686e-13
-0.004687380921052631,-0.010344593201754387,0.16707793859649123,13150884.007471088,4,3,1.75,8.777033156219534e-13
0.0009224508333333334,-0.0015175061666666669,0.0478395,675003.9854446368,5,1,1.75,4.505044951702217e-14
0.001976680357142857,-0.0032517989285714287,0.10251321428571428,4725027.898112457,5,2,1.75,3.153531466191552e-13
0.003155752850877193,-0.005191468464912281,0.16366144736842103,12825075.723448101,5,3,1.75,8.559585408234214e-13
0.005810841666666666,0.0015517759166666669,0.04499241666666668,725832.8195201426,6,1,1.75,4.8442817373960526e-14
0.01245180357142857,0.0033252341071428573,0.09641232142857145,5080829.736640997,6,2,1.75,3.390997216177236e-13
0.019879195175438593,0.0053087070833333335,0.15392142543859652,13790823.570882713,6,3,1.75,9.204135301052502e-13
0.0035134450000000005,0.002982214666666667,0.04572650000000001,826991.6611583172,7,1,1.75,5.519426090124442e-14
0.007528810714285714,0.006390460000000001,0.09798535714285715,5788941.628108219,7,2,1.75,3.863598263087109e-13
0.012019680263157894,0.010202313333333334,0.15643276315789476,15712841.56200803,7,3,1.75,1.0486909571236443e-12
0.0034814950000000002,0.005768658333333334,0.0451485,713985.6588945299,8,1,1.75,4.765212587703159e-14
0.007460346428571429,0.012361410714285715,0.09674678571428572,4997899.612261709,8,2,1.75,3.335648811392211e-13
0.011910377631578947,0.019734883771929827,0.1544553947368421,13565727.518996073,8,3,1.75,9.053903916636006e-13
0.0008722391666666667,0.007394016666666667,0.045409166666666674,702588.176614014,9,1,1.75,4.689144636821163e-14
0.0018690839285714286,0.015844321428571426,0.09730535714285715,4918117.236298097,9,2,1.75,3.282401245774814e-13
0.002983976096491228,0.025295320175438594,0.155347149122807,13349175.35566627,9,3,1.75,8.909374809960214e-13
-0.0013638775000000003,0.0060568416666666675,0.046280916666666665,799745.5335182211,10,1,1.75,5.337582675233203e-14
-0.002922594642857143,0.012978946428571428,0.09917339285714286,5598218.734627547,10,2,1.75,3.736307872663241e-13
-0.004665896710526316,0.02072077412280702,0.15832945175438595,15195165.136846201,10,3,1.75,1.0141407082943086e-12
-0.003561080833333333,0.007444266666666668,0.045971583333333337,691162.1573827156,11,1,1.75,4.6128862274399123e-14
-0.007630887499999999,0.015952,0.09851053571428572,4838135.101679009,11,2,1.75,3.229020359207939e-13
-0.012182644956140349,0.02546722807017544,0.15727120614035087,13132080.9902716,11,3,1.75,8.764483832135836e-13
-0.006058608333333334,0.005890725000000001,0.04659841666666668,689922.7435469655,12,1,1.75,4.6046142539935074e-14
-0.012982732142857143,0.012622982142857144,0.09985375,4829459.20482876,12,2,1.75,3.2232299777954557e-13
-0.02072681798245614,0.020152480263157895,0.1594156359649123,13108532.12739235,12,3,1.75,8.748767082587666e-13
-0.006107491666666668,0.003078038666666667,0.04754941666666667,820138.0054420559,13,1,1.75,5.4736840978532264e-14
-0.013087482142857144,0.006595797142857143,0.10189160714285715,5740966.03809439,13,2,1.75,3.831578868497258e-13
-0.020894050438596493,0.010530132280701755,0.16266905701754386,15582622.103399066,13,3,1.75,1.0399999785921134e-12
-0.008249266666666668,0.0016340830833333334,0.047471916666666676,721933.4797378667,14,1,1.75,4.818257148830783e-14
-0.017677000000000002,0.0035016066071428572,0.10172553571428572,5053534.358165067,14,2,1.75,3.372780004181548e-13
-0.02822117543859649,0.00559028423245614,0.1624039254385965,13716736.11501947,14,3,1.75,9.154688582778491e-13
-0.008300441666666668,-0.0017232919166666671,0.04786308333333334,739729.1714654007,15,1,1.75,4.937027397463266e-14
-0.017786660714285717,-0.0036927683928571434,0.10256375000000001,5178104.200257805,15,2,1.75,3.455919178224286e-13
-0.028396247807017546,-0.005895472346491229,0.16374212719298245,14054854.257842617,15,3,1.75,9.380352055180207e-13
-0.006183208333333334,-0.0032349030000000003,0.0486455,881838.6430127014,16,1,1.75,5.885480400983711e-14
-0.013249732142857143,-0.006931935,0.10424035714285715,6172870.501088909,16,2,1.75,4.119836280688597e-13
-0.021153081140350877,-0.011066773421052632,0.16641881578947368,16754934.21724133,16,3,1.75,1.1182412761869052e-12
-0.006211875,-0.006254925000000001,0.04886275,797134.5950566308,17,1,1.75,5.320157007549412e-14
-0.013311160714285715,-0.013403410714285715,0.10470589285714287,5579942.165396416,17,2,1.75,3.724109905284588e-13
-0.021251151315789474,-0.02139842763157895,0.16716203947368422,15145557.306075988,17,3,1.75,1.0108298314343885e-12
-0.0036681341666666674,-0.008059366666666668,0.049228083333333346,825195.7383297217,18,1,1.75,5.5074399193060854e-14
-0.007860287500000002,-0.01727007142857143,0.10548875000000002,5776370.168308052,18,2,1.75,3.85520794351426e-13
-0.01254888004385965,-0.02757151754385965,0.16841186403508773,15678719.028264716,18,3,1.75,1.0464135846681565e-12
-0.0013740924999999999,-0.006524175000000001,0.04897808333333333,931443.5112109907,19,1,1.75,6.216548314470699e-14
-0.0029444839285714284,-0.013980375,0.10495303571428571,6520104.578476935,19,2,1.75,4.351583820129489e-13
-0.004700842763157894,-0.02231954605263158,0.16755660087719296,17697426.71300883,19,3,1.75,1.1811441797494331e-12
0.0009453991666666668,-0.007952558333333335,0.048210666666666666,822457.4508955493,20,1,1.75,5.4891643116835583e-14
0.0020258553571428574,-0.01704119642857143,0.10330857142857142,5757202.156268845,20,2,1.75,3.842415018178491e-13
0.003234260307017544,-0.02720612061403509,0.1649312280701754,15626691.56701544,20,3,1.75,1.0429412192198762e-12
0.0036162666666666667,-0.00608965,0.046958166666666676,799068.3922294197,21,1,1.75,5.3330633657024677e-14
0.007749142857142856,-0.01304925,0.10062464285714287,5593478.745605937,21,2,1.75,3.733144355991727e-13
0.012371438596491226,-0.020833013157894736,0.16064635964912283,15182299.452358978,21,3,1.75,1.0132820394834691e-12
0.003589383333333334,-0.0031549686666666665,0.04672691666666667,877761.6767820101,22,1,1.75,5.858270315514752e-14
0.007691535714285715,-0.006760647142857142,0.10012910714285714,6144331.737474071,22,2,1.75,4.100789220860327e-13
0.012279469298245615,-0.010793313859649122,0.15985524122807016,16677471.858858196,22,3,1.75,1.1130713599478033e-12
0.005867491666666667,-0.0016753157500000002,0.04538391666666668,745042.5645898144,23,1,1.75,4.9724895212250705e-14
0.012573196428571428,-0.0035899623214285716,0.09725125000000001,5215297.952128701,23,2,1.75,3.4807426648575493e-13
0.020072997807017542,-0.005731343355263158,0.15526076754385967,14155808.72720648,23,3,1.75,9.447730090327638e-13
0.010552524999999998,0.0014676616666666668,0.04273683333333334,696383.1386479493,24,1,1.75,4.6477315850956595e-14
0.022612553571428568,0.0031449892857142855,0.09157892857142858,4874681.970535645,24,2,1.75,3.2534121095669615e-13
0.03610074342105262,0.0050209478070175435,0.1462049561403509,13231279.63431104,24,3,1.75,8.830690011681755e-13
0.008588625,0.0030622779166666675,0.04349308333333334,788582.4497137801,25,1,1.75,5.263079123516395e-14
0.018404196428571426,0.0065620241071428585,0.0931994642857143,5520077.147996461,25,2,1.75,3.6841553864614765e-13
0.029382138157894734,0.010476213925438599,0.1487921271929825,14983066.544561826,25,3,1.75,9.999850334681153e-13
0.009104408333333333,0.005950141666666667,0.04288950000000001,668562.5424320718,26,1,1.75,4.462054108757315e-14
0.019509446428571428,0.012750303571428572,0.09190607142857145,4679937.797024503,26,2,1.75,3.123437876130121e-13
0.031146660087719293,0.020355747807017543,0.14672723684210529,12702688.306209369,26,3,1.75,8.477902806638902e-13
0.007332116666666668,0.0072180000000000005,0.04343191666666667,362949.35899681953,27,1,1.75,2.4223607752406186e-14
0.015711678571428574,0.015467142857142856,0.09306839285714286,2540645.5129777365,27,2,1.75,1.6956525426684328e-13
0.02508355701754386,0.02469315789473684,0.14858287280701754,6896037.820939572,27,3,1.75,4.602485472957175e-13
