0.000000 0.000000 0.139347
0.011628 0.000000 0.141782
0.005871 0.010204 0.142352
-0.005800 0.010071 0.140448
-0.011379 0.000000 0.137852
-0.005585 -0.009696 0.135208
0.005633 -0.009812 0.136979
0.023662 0.000000 0.142895
0.021223 0.011141 0.143682
0.013564 0.019669 0.143261
0.002845 0.023456 0.141653
-0.008276 0.021833 0.139951
-0.017282 0.015289 0.138109
-0.022171 0.005448 0.136295
-0.021916 -0.005414 0.135672
-0.016610 -0.014751 0.133421
-0.007754 -0.020470 0.131247
0.002637 -0.021833 0.132035
0.012653 -0.018428 0.134422
0.020340 -0.010742 0.138800
0.035976 0.000000 0.142065
0.034471 0.011731 0.142294
0.028776 0.022397 0.143999
0.019640 0.030062 0.141800
0.008665 0.034218 0.139387
-0.002884 0.034800 0.137895
-0.013939 0.031778 0.137029
-0.023298 0.025079 0.134215
-0.030177 0.016331 0.135499
-0.033732 0.005629 0.135045
-0.033531 -0.005595 0.134241
-0.029526 -0.015979 0.132575
-0.022349 -0.024278 0.130309
-0.013049 -0.029748 0.128278
-0.002663 -0.032140 0.127351
0.007957 -0.031421 0.127995
0.018040 -0.027613 0.130248
0.026747 -0.020818 0.133844
0.033087 -0.011359 0.138142
0.048250 0.000000 0.140546
0.047379 0.012059 0.140862
0.043050 0.023667 0.143102
0.035410 0.033541 0.143101
0.025365 0.039968 0.137889
0.014313 0.044051 0.134920
0.002874 0.045678 0.133318
-0.008550 0.044820 0.132910
-0.019402 0.041231 0.132736
-0.028948 0.034992 0.132285
-0.036653 0.026630 0.131970
-0.042220 0.016716 0.132272
-0.045245 0.005716 0.132843
-0.045233 -0.005714 0.132806
-0.042038 -0.016644 0.131702
-0.036040 -0.026184 0.129763
-0.027908 -0.033736 0.127536
-0.018360 -0.039017 0.125606
-0.008007 -0.041973 0.124466
0.002680 -0.042600 0.124335
0.013281 -0.040874 0.125188
0.023361 -0.036811 0.126996
0.032467 -0.030489 0.129737
0.040076 -0.022032 0.133215
0.045565 -0.011699 0.137031
0.059983 0.000000 0.136747
0.059562 0.012131 0.136995
0.056193 0.023900 0.137787
0.049915 0.034742 0.138644
0.041041 0.043175 0.135803
0.030658 0.049186 0.132132
0.019642 0.053034 0.128930
0.008449 0.055154 0.127206
-0.002822 0.055651 0.127035
-0.014027 0.054175 0.127580
-0.024699 0.050353 0.127860
-0.034268 0.044271 0.127631
-0.042439 0.036433 0.127513
-0.049178 0.027296 0.128226
-0.054283 0.017031 0.129700
-0.057173 0.005814 0.131013
-0.057258 -0.005823 0.131209
-0.054584 -0.017288 0.132065
-0.049264 -0.027605 0.130084
-0.041901 -0.035971 0.125897
-0.033235 -0.042936 0.123782
-0.023577 -0.048065 0.122049
-0.013301 -0.051370 0.120974
-0.002680 -0.052852 0.120646
0.008031 -0.052427 0.120915
0.018534 -0.050043 0.121661
0.028534 -0.045778 0.122978
0.037771 -0.039735 0.124982
0.045935 -0.031972 0.127590
0.052639 -0.022589 0.130588
0.057468 -0.011810 0.133752
0.071113 0.000000 0.131405
0.071041 0.012527 0.133298
0.068239 0.024837 0.134187
0.062653 0.036173 0.133683
0.054451 0.045273 0.129766
0.044704 0.053277 0.128513
0.033804 0.058550 0.124927
0.022577 0.062030 0.121978
0.011325 0.064227 0.120512
0.000000 0.065297 0.120659
-0.011439 0.064875 0.121727
-0.022650 0.061645 0.120844
-0.033277 0.057638 0.122982
-0.042741 0.050937 0.122870
-0.051099 0.042877 0.123259
-0.058506 0.033778 0.124834
-0.064758 0.023570 0.127341
-0.069078 0.012180 0.129614
-0.070570 0.000000 0.130402
-0.069088 -0.012298 0.131278
-0.064696 -0.023774 0.128857
-0.058339 -0.034010 0.126099
-0.050439 -0.042324 0.121669
-0.041579 -0.049551 0.119527
-0.031853 -0.055171 0.117718
-0.021551 -0.059211 0.116435
-0.010888 -0.061751 0.115865
0.000000 -0.062718 0.115892
0.010920 -0.061933 0.116207
0.021603 -0.059354 0.116716
0.031837 -0.055143 0.117659
0.041490 -0.049446 0.119273
0.050357 -0.042255 0.121471
0.058088 -0.033537 0.123943
0.064317 -0.023409 0.126474
0.068754 -0.012123 0.129006
0.082219 0.000000 0.125846
0.082030 0.012364 0.126974
0.079541 0.024535 0.127406
0.074762 0.036003 0.127009
0.067668 0.045593 0.123403
0.059097 0.054313 0.121843
0.049302 0.061823 0.121033
0.038580 0.066823 0.118103
0.027591 0.070300 0.115592
0.016598 0.072721 0.114170
0.005572 0.074359 0.114134
-0.005624 0.075050 0.115195
-0.016954 0.074279 0.116616
-0.028010 0.070686 0.115861
-0.038567 0.066799 0.118061
-0.048154 0.060383 0.118213
-0.056965 0.052856 0.118943
-0.065284 0.044510 0.120939
-0.073093 0.035200 0.124175
-0.079737 0.024596 0.127721
-0.084087 0.012674 0.130159
-0.085196 0.000000 0.130402
-0.083141 -0.012651 0.130336
-0.078187 -0.024354 0.126874
-0.071588 -0.034817 0.123237
-0.063861 -0.043540 0.118303
-0.055549 -0.051542 0.115986
-0.046437 -0.058231 0.114000
-0.036644 -0.063469 0.112175
-0.026429 -0.067340 0.110725
-0.015986 -0.070038 0.109958
-0.005364 -0.071581 0.109870
0.005376 -0.071741 0.110115
0.016048 -0.070313 0.110390
0.026444 -0.067379 0.110790
0.036495 -0.063211 0.111720
0.046210 -0.057946 0.113443
0.055450 -0.051450 0.115779
0.063836 -0.043523 0.118257
0.070936 -0.034161 0.120510
0.076468 -0.023587 0.122485
0.080286 -0.012101 0.124275
0.094303 0.000000 0.121161
0.093587 0.012586 0.121324
0.090665 0.024836 0.120777
0.085741 0.036358 0.119655
0.079171 0.046893 0.118223
0.071015 0.055390 0.114348
0.062004 0.063478 0.113078
0.052129 0.070750 0.112909
0.041440 0.075618 0.110786
0.030470 0.079114 0.108925
0.019455 0.081639 0.107827
0.008398 0.083480 0.107796
-0.002828 0.084575 0.108723
-0.014256 0.084518 0.110122
-0.025691 0.082822 0.111411
-0.036774 0.079246 0.112243
-0.047210 0.073954 0.112726
-0.056987 0.067404 0.113404
-0.066382 0.060039 0.114997
-0.075707 0.051970 0.117982
-0.084881 0.042892 0.122188
-0.093388 0.032737 0.128618
-0.099438 0.020402 0.131990
-0.101731 0.006810 0.130996
-0.100331 -0.006716 0.129194
-0.096072 -0.019907 0.129221
-0.089175 -0.031583 0.124525
-0.081170 -0.041435 0.118449
-0.072869 -0.050022 0.113558
-0.064337 -0.058189 0.111454
-0.055067 -0.065134 0.109584
-0.045048 -0.070567 0.107564
-0.034586 -0.074531 0.105566
-0.024003 -0.077378 0.104089
-0.013393 -0.079401 0.103456
-0.002692 -0.080516 0.103504
0.008085 -0.080364 0.103772
0.018761 -0.078726 0.103980
0.029187 -0.075782 0.104337
0.039412 -0.071918 0.105365
0.049585 -0.067298 0.107399
0.059645 -0.061672 0.110230
0.069166 -0.054620 0.113232
0.077558 -0.045938 0.115814
0.084393 -0.035786 0.117773
0.089517 -0.024521 0.119249
