x,y,z,r,potential,ax,ay,az
-14.144380387604471,-14.144380387604471,0.0,20.003174575514258,-7.573902737055159e-08,2.6773540195838493e-09,2.6773540195838493e-09,-0.0
-14.002225810844628,-14.144380387604471,0.0,19.902909943200104,-7.612057689033598e-08,2.6907044210096997e-09,2.7180212171620824e-09,-0.0
-13.860071234084783,-14.144380387604471,0.0,19.803158110845718,-7.650400901677672e-08,2.7038384920936683e-09,2.759301845777641e-09,-0.0
-13.71791665732494,-14.144380387604471,0.0,19.703926866656886,-7.688929201399567e-08,2.71674232104215e-09,2.80120063154087e-09,-0.0
-13.575762080565095,-14.144380387604471,0.0,19.60522411545859,-7.727639213663524e-08,2.7294015467950554e-09,2.8437220304304507e-09,-0.0
-13.433607503805252,-14.144380387604471,0.0,19.507057879535363,-7.766527356553278e-08,2.741801352618668e-09,2.886870207254576e-09,-0.0
-13.291452927045407,-14.144380387604471,0.0,19.409436299416683,-7.805589834251536e-08,2.753926460148406e-09,2.930649013740817e-09,-0.0
-13.149298350285564,-14.144380387604471,0.0,19.31236763460329,-7.844822630438275e-08,2.7657611239325455e-09,2.9750619657436567e-09,-0.0
-13.00714377352572,-14.144380387604471,0.0,19.21586026423014,-7.884221501615366e-08,2.7772891265307037e-09,3.020112219560711e-09,-0.0
-12.864989196765876,-14.144380387604471,0.0,19.119922687661493,-7.923781970365771e-08,2.7884937742237966e-09,3.065802547351025e-09,-0.0
-12.722834620006031,-14.144380387604471,0.0,19.024563525013498,-7.963499318556487e-08,2.799357893394932e-09,3.1121353116513494e-09,-0.0
-12.580680043246188,-14.144380387604471,0.0,18.929791517599526,-8.003368580495147e-08,2.8098638276436374e-09,3.159112438989174e-09,-0.0
-12.438525466486343,-14.144380387604471,0.0,18.835615528293182,-8.043384536051219e-08,2.819993435698648e-09,3.2067353925944627e-09,-0.0
-12.2963708897265,-14.144380387604471,0.0,18.742044541803953,-8.08354170375359e-08,2.8297280901973213e-09,3.2550051442154156e-09,-0.0
-12.154216312966657,-14.144380387604471,0.0,18.649087664860037,-8.123834333877406e-08,2.8390486774025804e-09,3.3039221450474477e-09,-0.0
-12.012061736206812,-14.144380387604471,0.0,18.556754126293043,-8.164256401533953e-08,2.8479355979309655e-09,3.3534862957885334e-09,-0.0
-11.869907159446967,-14.144380387604471,0.0,18.465053277018736,-8.204801599778556e-08,2.856368768568119e-09,3.403696915838657e-09,-0.0
-11.727752582687124,-14.144380387604471,0.0,18.373994589908165,-8.245463332752446e-08,2.8643276252504966e-09,3.4545527116657504e-09,-0.0
-11.585598005927281,-14.144380387604471,0.0,18.283587659543084,-8.286234708875825e-08,2.8717911272946073e-09,3.506051744365809e-09,-0.0
-11.443443429167436,-14.144380387604471,0.0,18.19384220184965,-8.327108534110367e-08,2.8787377629572595e-09,3.5581913964502774e-09,-0.0
-11.301288852407591,-14.144380387604471,0.0,18.104768053604058,-8.368077305310771e-08,2.885145556412413e-09,3.610968337899813e-09,-0.0
-11.159134275647748,-14.144380387604471,0.0,18.016375171803745,-8.409133203686037e-08,2.8909920762320347e-09,3.6643784915297765e-09,-0.0
-11.016979698887905,-14.144380387604471,0.0,17.928673632897617,-8.450268088392546e-08,2.8962544454599456e-09,3.718416997719543e-09,-0.0
-10.87482512212806,-14.144380387604471,0.0,17.841673631868662,-8.491473490282194e-08,2.9009093533688836e-09,3.773078178564758e-09,-0.0
-10.732670545368217,-14.144380387604471,0.0,17.755385481162175,-8.53274060583015e-08,2.904933068991941e-09,3.8283555015191805e-09,-0.0
-10.590515968608372,-14.144380387604471,0.0,17.669819609452695,-8.574060291268147e-08,2.9083014565200618e-09,3.88424154260062e-09,-0.0
-10.448361391848529,-14.144380387604471,0.0,17.58498656024283,-8.615423056950435e-08,2.9109899926573358e-09,3.940727949243604e-09,-0.0
-10.306206815088684,-14.144380387604471,0.0,17.500896990286826,-8.656819061980925e-08,2.912973786025488e-09,3.997805402890153e-09,-0.0
-10.164052238328841,-14.144380387604471,0.0,17.41756166783191,-8.698238109131273e-08,2.9142275987080124e-09,4.055463581418842e-09,-0.0
-10.021897661568996,-14.144380387604471,0.0,17.334991470670303,-8.739669640080958e-08,2.9147258700228496e-09,4.1136911215216104e-09,-0.0
-9.879743084809153,-14.144380387604471,0.0,17.253197383994777,-8.78110273101165e-08,2.914442742610443e-09,4.172475581147325e-09,-0.0
-9.73758850804931,-14.144380387604471,0.0,17.172190498050735,-8.822526088589399e-08,2.9133520909211033e-09,4.231803402140872e-09,-0.0
-9.595433931289465,-14.144380387604471,0.0,17.09198200557768,-8.863928046369311e-08,2.91142755218211e-09,4.291659873216592e-09,-0.0
-9.45327935452962,-14.144380387604471,0.0,17.01258319903318,-8.905296561658517e-08,2.9086425599205318e-09,4.352029093414932e-09,-0.0
-9.311124777769777,-14.144380387604471,0.0,16.93400546759237,-8.946619212874256e-08,2.9049703801126146e-09,4.4128939362016055e-09,-0.0
-9.168970201009934,-14.144380387604471,0.0,16.856260293916268,-8.98788319743493e-08,2.900384150024465e-09,4.474236014378825e-09,-0.0
-9.026815624250089,-14.144380387604471,0.0,16.779359250682237,-9.029075330222733e-08,2.8948569198016508e-09,4.536035645988414e-09,-0.0
-8.884661047490244,-14.144380387604471,0.0,16.703313996870214,-9.070182042657362e-08,2.888361696857403e-09,4.598271821396987e-09,-0.0
-8.742506470730401,-14.144380387604471,0.0,16.628136273798482,-9.11118938242084e-08,2.8808714930999235e-09,4.660922171763292e-09,-0.0
-8.600351893970558,-14.144380387604471,0.0,16.55383790090301,-9.152083013874092e-08,2.8723593750292586e-09,4.723962939097707e-09,-0.0
-8.458197317210713,-14.144380387604471,0.0,16.480430771254753,-9.192848219206156e-08,2.8627985167228524e-09,4.7873689481331736e-09,-0.0
-8.31604274045087,-14.144380387604471,0.0,16.407926846809612,-9.233469900357213e-08,2.852162255716642e-09,4.851113580235998e-09,-0.0
-8.173888163691025,-14.144380387604471,0.0,16.336338153386098,-9.273932581756529e-08,2.8404241517748836e-09,4.91516874959306e-09,-0.0
-8.031733586931182,-14.144380387604471,0.0,16.26567677536623,-9.31422041391625e-08,2.827558048527351e-09,4.979504881919848e-09,-0.0
-7.889579010171338,-14.144380387604471,0.0,16.195954850115697,-9.35431717792158e-08,2.813538137936633e-09,5.04409089594045e-09,-0.0
-7.747424433411494,-14.144380387604471,0.0,16.12718456211968,-9.394206290857186e-08,2.7983390275412918e-09,5.108894187896486e-09,-0.0
-7.60526985665165,-14.144380387604471,0.0,16.059378136831583,-9.433870812208799e-08,2.7819358104024897e-09,5.173880619346686e-09,-0.0
-7.463115279891806,-14.144380387604471,0.0,15.992547834232186,-9.473293451277854e-08,2.764304137662612e-09,5.239014508522474e-09,-0.0
-7.320960703131962,-14.144380387604471,0.0,15.92670594209777,-9.512456575645463e-08,2.745420293603974e-09,5.304258625506708e-09,-0.0
-7.178806126372118,-14.144380387604471,0.0,15.861864768976183,-9.551342220720396e-08,2.725261273074692e-09,5.369574191503602e-09,-0.0
-7.036651549612274,-14.144380387604471,0.0,15.798036636870762,-9.589932100403634e-08,2.7038048611265454e-09,5.434920882466491e-09,-0.0
-6.89449697285243,-14.144380387604471,0.0,15.735233873632808,-9.628207618899671e-08,2.6810297146868214e-09,5.500256837347191e-09,-0.0
-6.752342396092586,-14.144380387604471,0.0,15.67346880506416,-9.66614988370211e-08,2.6569154460625435e-09,5.56553867122575e-09,-0.0
-6.610187819332742,-14.144380387604471,0.0,15.612753746732347,-9.703739719778008e-08,2.6314427080513743e-09,5.630721493572296e-09,-0.0
-6.468033242572898,-14.144380387604471,0.0,15.553100995501769,-9.740957684972063e-08,2.604593280408957e-09,5.695758931883325e-09,-0.0
-6.325878665813054,-14.144380387604471,0.0,15.494522820785374,-9.777784086648005e-08,2.5763501573977783e-09,5.760603160923124e-09,-0.0
-6.183724089053211,-14.144380387604471,0.0,15.437031455522366,-9.814198999580454e-08,2.5466976361178314e-09,5.825204937786764e-09,-0.0
-6.041569512293366,-14.144380387604471,0.0,15.380639086888513,-9.850182285106094e-08,2.515621405294882e-09,5.88951364298449e-09,-0.0
-5.899414935533523,-14.144380387604471,0.0,15.325357846746876,-9.885713611538217e-08,2.483108634177918e-09,5.95347732772778e-09,-0.0
-5.757260358773678,-14.144380387604471,0.0,15.271199801847818,-9.920772475843569e-08,2.4491480611739294e-09,6.017042767575457e-09,-0.0
-5.615105782013835,-14.144380387604471,0.0,15.218176943788476,-9.955338226574992e-08,2.413730081825571e-09,6.080155522573275e-09,-0.0
-5.47295120525399,-14.144380387604471,0.0,15.166301178742994,-9.989390088047581e-08,2.3768468357159006e-09,6.142760003993043e-09,-0.0
-5.330796628494147,-14.144380387604471,0.0,15.115584316976124,-1.002290718574005e-07,2.338492291864452e-09,6.204799547747013e-09,-0.0
-5.188642051734302,-14.144380387604471,0.0,15.066038062154082,-1.0055868572896625e-07,2.2986623321607805e-09,6.266216494520486e-09,-0.0
-5.046487474974459,-14.144380387604471,0.0,15.017674000467718,-1.0088253258298266e-07,2.2573548323655307e-09,6.326952276630149e-09,-0.0
-4.904332898214616,-14.144380387604471,0.0,14.970503589584427,-1.0120040235165209e-07,2.214569740195348e-09,6.3869475115778876e-09,-0.0
-4.762178321454771,-14.144380387604471,0.0,14.924538147446432,-1.0151208511145881e-07,2.1703091499969178e-09,6.446142102229652e-09,-0.0
-4.620023744694928,-14.144380387604471,0.0,14.879788840934369,-1.0181737139340084e-07,2.1245773735072737e-09,6.5044753435068845e-09,-0.0
-4.477869167935083,-14.144380387604471,0.0,14.836266674416231,-1.0211605250297296e-07,2.0773810061926827e-09,6.561886035434031e-09,-0.0
-4.33571459117524,-14.144380387604471,0.0,14.793982478203084,-1.0240792084923534e-07,2.028728988657018e-09,6.618312602340108e-09,-0.0
-4.193560014415395,-14.144380387604471,0.0,14.75294689693397,-1.0269277028223121e-07,1.9786326626129123e-09,6.673693217965587e-09,-0.0
-4.051405437655552,-14.144380387604471,0.0,14.713170377913626,-1.0297039643794505e-07,1.9271058209153824e-09,6.727965936178265e-09,-0.0
-3.909250860895707,-14.144380387604471,0.0,14.674663159427675,-1.032405970899221e-07,1.874164751168068e-09,6.781068826953556e-09,-0.0
-3.7670962841358637,-14.144380387604471,0.0,14.637435259060934,-1.0350317250660155e-07,1.8198282724271848e-09,6.832940117226601e-09,-0.0
-3.624941707376019,-14.144380387604471,0.0,14.601496462045395,-1.0375792581334982e-07,1.764117764547526e-09,6.883518336175643e-09,-0.0
-3.4827871306161757,-14.144380387604471,0.0,14.566856309665296,-1.0400466335811662e-07,1.7070571897387598e-09,6.932742464449249e-09,-0.0
-3.340632553856331,-14.144380387604471,0.0,14.533524087747427,-1.0424319507957766e-07,1.6486731059286334e-09,6.980552086804217e-09,-0.0
-3.1984779770964877,-14.144380387604471,0.0,14.501508815265439,-1.0447333487657262e-07,1.588994671562724e-09,7.02688754757738e-09,-0.0
-3.056323400336643,-14.144380387604471,0.0,14.470819233087509,-1.0469490097759652e-07,1.5280536415077211e-09,7.071690108372946e-09,-0.0
-2.9141688235767997,-14.144380387604471,0.0,14.44146379289707,-1.049077163090592e-07,1.4658843537671065e-09,7.114902107308641e-09,-0.0
-2.772014246816955,-14.144380387604471,0.0,14.413450646316662,-1.051116088609883e-07,1.4025237067639146e-09,7.156467119128696e-09,-0.0
-2.6298596700571117,-14.144380387604471,0.0,14.38678763426509,-1.0530641204882056e-07,1.3380111269951852e-09,7.196330115460594e-09,-0.0
-2.4877050932972686,-14.144380387604471,0.0,14.36148227657811,-1.0549196506990209e-07,1.272388526916071e-09,7.234437624465661e-09,-0.0
-2.3455505165374237,-14.144380387604471,0.0,14.337541761922752,-1.0566811325330169e-07,1.2057002529682528e-09,7.2707378891115886e-09,-0.0
-2.2033959397775806,-14.144380387604471,0.0,14.314972938035137,-1.0583470840153378e-07,1.1379930237267817e-09,7.305181023278373e-09,-0.0
-2.0612413630177358,-14.144380387604471,0.0,14.293782302311211,-1.0599160912278809e-07,1.0693158582012177e-09,7.3377191648980166e-09,-0.0
-1.9190867862578926,-14.144380387604471,0.0,14.273975992779295,-1.0613868115227264e-07,9.997199943906061e-10,7.368306625323358e-09,-0.0
-1.7769322094980478,-14.144380387604471,0.0,14.255559779482587,-1.0627579766129565e-07,9.292587982566029e-10,7.3969000341225655e-09,-0.0
-1.6347776327382046,-14.144380387604471,0.0,14.238539056298968,-1.0640283955273964e-07,8.579876633446053e-10,7.4234584785033265e-09,-0.0
-1.4926230559783598,-14.144380387604471,0.0,14.222918833224359,-1.0651969574161862e-07,7.859639013481891e-10,7.447943636585228e-09,-0.0
-1.3504684792185166,-14.144380387604471,0.0,14.20870372914478,-1.0662626341945584e-07,7.132466239770284e-10,7.470319903759405e-09,-0.0
-1.2083139024586718,-14.144380387604471,0.0,14.195897965120942,-1.0672244830127509e-07,6.398966165519437e-10,7.490554511402176e-09,-0.0
-1.0661593256988287,-14.144380387604471,0.0,14.184505358207758,-1.0680816485406312e-07,5.659762038123077e-10,7.50861763724329e-09,-0.0
-0.9240047489389838,-14.144380387604471,0.0,14.174529315829567,-1.0688333650563472e-07,4.915491084798386e-10,7.52448250672985e-09,-0.0
-0.7818501721791407,-14.144380387604471,0.0,14.165972830730212,-1.0694789583291198e-07,4.1668030317842066e-10,7.538125484773256e-09,-0.0
-0.6396955954192958,-14.144380387604471,0.0,14.158838476515257,-1.0700178472871947e-07,3.414358563611509e-10,7.549526157318803e-09,-0.0
-0.49754101865945266,-14.144380387604471,0.0,14.153128403801707,-1.0704495454629256e-07,2.6588277294294055e-10,7.55866740223504e-09,-0.0
-0.35538644189960955,-14.144380387604471,0.0,14.14884433698866,-1.0707736622079782e-07,1.9008883037894948e-10,7.565535449082195e-09,-0.0
-0.21323186513976466,-14.144380387604471,0.0,14.145987571660063,-1.0709899036727379e-07,1.1412241096561427e-10,7.57011992738579e-09,-0.0
-0.07107728837992155,-14.144380387604471,0.0,14.144558972628785,-1.0710980735451148e-07,3.805233117141491e-11,7.57241390311161e-09,-0.0
0.07107728837992333,-14.144380387604471,0.0,14.144558972628785,-1.0710980735451148e-07,-3.805233117141586e-11,7.57241390311161e-09,-0.0
0.21323186513976644,-14.144380387604471,0.0,14.145987571660063,-1.0709899036727379e-07,-1.1412241096561523e-10,7.57011992738579e-09,-0.0
0.3553864418996113,-14.144380387604471,0.0,14.14884433698866,-1.0707736622079782e-07,-1.900888303789504e-10,7.565535449082195e-09,-0.0
0.49754101865945444,-14.144380387604471,0.0,14.153128403801707,-1.0704495454629256e-07,-2.658827729429415e-10,7.55866740223504e-09,-0.0
0.6396955954192993,-14.144380387604471,0.0,14.158838476515257,-1.0700178472871947e-07,-3.4143585636115274e-10,7.549526157318803e-09,-0.0
0.7818501721791424,-14.144380387604471,0.0,14.165972830730212,-1.0694789583291198e-07,-4.166803031784216e-10,7.538125484773256e-09,-0.0
0.9240047489389873,-14.144380387604471,0.0,14.174529315829567,-1.0688333650563472e-07,-4.915491084798404e-10,7.52448250672985e-09,-0.0
1.0661593256988304,-14.144380387604471,0.0,14.184505358207758,-1.0680816485406312e-07,-5.659762038123087e-10,7.50861763724329e-09,-0.0
1.2083139024586753,-14.144380387604471,0.0,14.195897965120944,-1.0672244830127508e-07,-6.398966165519454e-10,7.490554511402171e-09,-0.0
1.3504684792185184,-14.144380387604471,0.0,14.20870372914478,-1.0662626341945584e-07,-7.132466239770292e-10,7.470319903759405e-09,-0.0
1.4926230559783633,-14.144380387604471,0.0,14.22291883322436,-1.0651969574161861e-07,-7.859639013481907e-10,7.447943636585226e-09,-0.0
1.6347776327382064,-14.144380387604471,0.0,14.238539056298968,-1.0640283955273964e-07,-8.579876633446062e-10,7.4234584785033265e-09,-0.0
1.7769322094980495,-14.144380387604471,0.0,14.255559779482587,-1.0627579766129565e-07,-9.292587982566039e-10,7.3969000341225655e-09,-0.0
1.9190867862578926,-14.144380387604471,0.0,14.273975992779295,-1.0613868115227264e-07,-9.997199943906061e-10,7.368306625323358e-09,-0.0
2.0612413630177393,-14.144380387604471,0.0,14.293782302311213,-1.0599160912278808e-07,-1.0693158582012192e-09,7.3377191648980124e-09,-0.0
2.2033959397775824,-14.144380387604471,0.0,14.314972938035137,-1.0583470840153378e-07,-1.1379930237267826e-09,7.305181023278373e-09,-0.0
2.3455505165374255,-14.144380387604471,0.0,14.337541761922752,-1.0566811325330169e-07,-1.2057002529682538e-09,7.2707378891115886e-09,-0.0
2.4877050932972686,-14.144380387604471,0.0,14.36148227657811,-1.0549196506990209e-07,-1.272388526916071e-09,7.234437624465661e-09,-0.0
2.6298596700571153,-14.144380387604471,0.0,14.38678763426509,-1.0530641204882056e-07,-1.3380111269951873e-09,7.196330115460594e-09,-0.0
2.7720142468169584,-14.144380387604471,0.0,14.413450646316662,-1.051116088609883e-07,-1.4025237067639162e-09,7.156467119128696e-09,-0.0
2.9141688235768015,-14.144380387604471,0.0,14.44146379289707,-1.049077163090592e-07,-1.4658843537671073e-09,7.114902107308641e-09,-0.0
3.0563234003366446,-14.144380387604471,0.0,14.470819233087509,-1.0469490097759652e-07,-1.5280536415077224e-09,7.071690108372946e-09,-0.0
3.1984779770964913,-14.144380387604471,0.0,14.50150881526544,-1.044733348765726e-07,-1.5889946715627252e-09,7.026887547577379e-09,-0.0
3.3406325538563344,-14.144380387604471,0.0,14.533524087747429,-1.0424319507957764e-07,-1.6486731059286347e-09,6.980552086804215e-09,-0.0
3.4827871306161775,-14.144380387604471,0.0,14.566856309665297,-1.040046633581166e-07,-1.7070571897387602e-09,6.932742464449248e-09,-0.0
3.6249417073760206,-14.144380387604471,0.0,14.601496462045395,-1.0375792581334982e-07,-1.7641177645475268e-09,6.883518336175643e-09,-0.0
3.7670962841358673,-14.144380387604471,0.0,14.637435259060934,-1.0350317250660155e-07,-1.8198282724271866e-09,6.832940117226601e-09,-0.0
3.9092508608957104,-14.144380387604471,0.0,14.674663159427675,-1.032405970899221e-07,-1.8741647511680695e-09,6.781068826953556e-09,-0.0
4.0514054376555535,-14.144380387604471,0.0,14.713170377913626,-1.0297039643794505e-07,-1.9271058209153833e-09,6.727965936178265e-09,-0.0
4.193560014415397,-14.144380387604471,0.0,14.75294689693397,-1.0269277028223121e-07,-1.978632662612913e-09,6.673693217965587e-09,-0.0
4.33571459117524,-14.144380387604471,0.0,14.793982478203084,-1.0240792084923534e-07,-2.028728988657018e-09,6.618312602340108e-09,-0.0
4.477869167935086,-14.144380387604471,0.0,14.836266674416231,-1.0211605250297296e-07,-2.0773810061926844e-09,6.561886035434031e-09,-0.0
4.6200237446949295,-14.144380387604471,0.0,14.879788840934369,-1.0181737139340084e-07,-2.124577373507275e-09,6.5044753435068845e-09,-0.0
4.762178321454773,-14.144380387604471,0.0,14.924538147446434,-1.015120851114588e-07,-2.170309149996918e-09,6.4461421022296505e-09,-0.0
4.904332898214616,-14.144380387604471,0.0,14.970503589584427,-1.0120040235165209e-07,-2.214569740195348e-09,6.3869475115778876e-09,-0.0
