-9.9556326145e-01  2.1546676811e+00  1.2165858373e+02
1.7810235189e+01  -3.2890787940e+00  1.2232045412e+02
4.3437450607e+00  2.0309161904e+01  1.1781127705e+02
-1.9967419791e+01  7.6718722159e+00  1.2248733088e+02
-6.3401732489e+00  -1.6391454087e+01  1.2028022167e+02
3.8046376094e+01  -9.1257034284e+00  1.2428019156e+02
3.2550557621e+01  2.0453371300e+01  1.1592114452e+02
9.3258657492e+00  3.6941968755e+01  1.0992140802e+02
-1.9335495618e+01  3.5501661697e+01  1.1490930724e+02
-4.0000861552e+01  1.3481313903e+01  1.2239095482e+02
-3.5689667060e+01  -1.6988242007e+01  1.2012728619e+02
-1.1342288676e+01  -3.4073065848e+01  1.1445545353e+02
1.7703462230e+01  -3.1791018718e+01  1.1821934773e+02
6.0127164223e+01  -1.5527050265e+01  1.2449245800e+02
5.6306924157e+01  1.6078579037e+01  1.1439997935e+02
3.8276569365e+01  3.9249538794e+01  1.0420472778e+02
1.3915394917e+01  5.2101718443e+01  1.0038019513e+02
-1.3731351687e+01  5.4535924835e+01  1.0358309935e+02
-4.1697320647e+01  4.4497536404e+01  1.1246100649e+02
-6.0321194750e+01  1.9306918638e+01  1.1834224547e+02
-5.9558034693e+01  -1.2393479233e+01  1.1623704042e+02
-4.2007713764e+01  -3.7616046756e+01  1.1053294118e+02
-1.5899913612e+01  -5.0417126839e+01  1.0587781016e+02
1.2377538423e+01  -5.1595510707e+01  1.0760293714e+02
4.1159803814e+01  -4.1773022527e+01  1.1913107493e+02
8.2119331857e+01  -2.1999171266e+01  1.1901803846e+02
7.8104255308e+01  1.0622995011e+01  1.0849540068e+02
6.2850309441e+01  3.6615913644e+01  9.8228905837e+01
4.2716347557e+01  5.5668671749e+01  9.3145648684e+01
1.8412751933e+01  6.6950102246e+01  9.0933869472e+01
-8.2426839776e+00  7.0589889701e+01  9.2307687483e+01
-3.6532157057e+01  6.6821779025e+01  9.8703710028e+01
-6.3165082572e+01  5.1764745825e+01  1.0626404955e+02
-7.9373165701e+01  2.4678242638e+01  1.0920285514e+02
-7.9584591729e+01  -6.9043177387e+00  1.0643592223e+02
-6.6526845931e+01  -3.4507316751e+01  1.0149863125e+02
-4.5666259535e+01  -5.4613284826e+01  9.7983240777e+01
-2.0085763397e+01  -6.5592894022e+01  9.5691308353e+01
7.0803394519e+00  -6.7671476486e+01  9.5765587408e+01
3.5529431958e+01  -6.4092429971e+01  1.0364535513e+02
6.4996871842e+01  -5.0710932463e+01  1.1651382756e+02
1.0102460277e+02  -2.7697970635e+01  1.0634740332e+02
9.7222945156e+01  4.7616989948e+00  9.7536729162e+01
8.4530834924e+01  3.2138547903e+01  8.9275579452e+01
6.8434838222e+01  5.4898840064e+01  8.5385932339e+01
4.7839037286e+01  7.2490863789e+01  8.3447170554e+01
2.3133864322e+01  8.2571401852e+01  8.1495853161e+01
-3.1361880507e+00  8.6130187683e+01  8.1294399551e+01
-3.0628491387e+01  8.4995690966e+01  8.4931898640e+01
-5.8908479042e+01  7.6653499385e+01  9.0949549783e+01
-8.3016038681e+01  5.7542888313e+01  9.5456630475e+01
-9.6652167808e+01  2.9470562740e+01  9.6248718287e+01
-9.7149976445e+01  -1.5178552088e+00  9.3535493906e+01
-8.6270714211e+01  -2.9462566776e+01  8.8836458884e+01
-6.8953425440e+01  -5.1811813012e+01  8.5124279099e+01
-4.8220643339e+01  -6.9038889252e+01  8.4144282097e+01
-2.3934526918e+01  -7.9709774038e+01  8.4040497445e+01
2.2451032213e+00  -8.2218907233e+01  8.3677117650e+01
2.8840975837e+01  -7.9879151235e+01  8.6821027845e+01
5.8036026402e+01  -7.3921476446e+01  9.6336557356e+01
8.6522191041e+01  -5.7435832292e+01  1.0627414883e+02
1.1574750221e+02  -3.2269489737e+01  8.8613973027e+01
1.1407612450e+02  -1.0099375554e+00  8.3197789424e+01
1.0498739438e+02  2.7160516382e+01  7.8082515655e+01
9.2650176734e+01  5.2360760962e+01  7.5656350421e+01
7.5933852609e+01  7.4367704547e+01  7.4633615430e+01
5.3647240343e+01  9.0317965546e+01  7.2900884360e+01
2.8000522211e+01  9.8574616312e+01  7.0371761466e+01
1.7970407041e+00  1.0135302486e+02  6.9065383785e+01
